transaction_id,transaction_date,value_date,amount,currency,description,reference,account_id,transaction_type
TXN0445,2026-02-24,2026-02-24,2952.37,INR,NEFT CR-GW-359454-Stripe SETTLEMENT-CUST0491,CMS/GW-359454/STRIPE/CUST0491,BANK003,CREDIT
TXN0446,2026-04-02,2026-04-02,143699.79,INR,NEFT CR-GW-931374-Razorpay SETTLEMENT-CUST0445,CMS/GW-931374/RAZORPAY/CUST0445,BANK003,CREDIT
TXN0447,2026-05-30,2026-05-31,10993.7,INR,NEFT CR-GW-623736-PayU SETTLEMENT-CUST0017,CMS/GW-623736/PAYU/CUST0017,BANK002,CREDIT
TXN0448,2026-02-08,2026-02-08,123024.7,INR,NEFT CR-GW-622189-Stripe SETTLEMENT-CUST0329,CMS/GW-622189/STRIPE/CUST0329,BANK003,CREDIT
TXN0449,2026-02-05,2026-02-06,196882.81,INR,NEFT CR-GW-112220-Cashfree SETTLEMENT-CUST0421,CMS/GW-112220/CASHFREE/CUST0421,BANK003,CREDIT
TXN0450,2026-01-26,2026-01-26,159043.96,INR,NEFT CR-GW-971270-Stripe SETTLEMENT-CUST0108,CMS/GW-971270/STRIPE/CUST0108,BANK003,CREDIT
TXN0451,2026-03-12,2026-03-12,88034.04,INR,NEFT CR-GW-444489-PayU SETTLEMENT-CUST0446,CMS/GW-444489/PAYU/CUST0446,BANK002,CREDIT
TXN0452,2026-04-24,2026-04-24,26880.78,INR,NEFT CR-GW-572524-Stripe SETTLEMENT-CUST0145,CMS/GW-572524/STRIPE/CUST0145,BANK003,CREDIT
TXN0453,2026-02-25,2026-02-26,29018.7,INR,NEFT CR-GW-755268-PayU SETTLEMENT-CUST0125,CMS/GW-755268/PAYU/CUST0125,BANK003,CREDIT
TXN0454,2026-01-19,2026-01-19,50113.92,INR,NEFT CR-GW-655618-Cashfree SETTLEMENT-CUST0012,CMS/GW-655618/CASHFREE/CUST0012,BANK001,CREDIT
TXN0455,2026-02-15,2026-02-16,72296.93,INR,NEFT CR-GW-230313-Cashfree SETTLEMENT-CUST0425,CMS/GW-230313/CASHFREE/CUST0425,BANK002,CREDIT
TXN0456,2026-01-28,2026-01-29,59872.73,INR,NEFT CR-GW-796415-Cashfree SETTLEMENT-CUST0340,CMS/GW-796415/CASHFREE/CUST0340,BANK003,CREDIT
TXN0457,2026-05-04,2026-05-04,3623.7,INR,NEFT CR-GW-273912-Stripe SETTLEMENT-CUST0163,CMS/GW-273912/STRIPE/CUST0163,BANK001,CREDIT
TXN0458,2026-04-09,2026-04-10,54190.88,INR,NEFT CR-GW-139786-PayU SETTLEMENT-CUST0437,CMS/GW-139786/PAYU/CUST0437,BANK002,CREDIT
TXN0459,2026-05-12,2026-05-12,129220.59,INR,NEFT CR-GW-640981-Stripe SETTLEMENT-CUST0131,CMS/GW-640981/STRIPE/CUST0131,BANK002,CREDIT
TXN0460,2026-06-28,2026-06-28,37711.97,INR,NEFT CR-GW-218640-Cashfree SETTLEMENT-CUST0040,CMS/GW-218640/CASHFREE/CUST0040,BANK001,CREDIT
TXN0461,2026-02-10,2026-02-11,5181.9,INR,NEFT CR-GW-598829-Razorpay SETTLEMENT-CUST0144,CMS/GW-598829/RAZORPAY/CUST0144,BANK002,CREDIT
TXN0462,2026-08-13,2026-08-13,2394.0,INR,NEFT CR-GW-905015-Razorpay SETTLEMENT-CUST0054,CMS/GW-905015/RAZORPAY/CUST0054,BANK001,CREDIT
TXN0463,2026-03-01,2026-03-02,45717.34,INR,NEFT CR-GW-213554-Cashfree SETTLEMENT-CUST0152,CMS/GW-213554/CASHFREE/CUST0152,BANK003,CREDIT
TXN0464,2026-05-31,2026-06-01,1644.39,INR,NEFT CR-GW-913572-Stripe SETTLEMENT-CUST0358,CMS/GW-913572/STRIPE/CUST0358,BANK002,CREDIT
TXN0465,2026-02-07,2026-02-07,105198.62,INR,NEFT CR-GW-207138-PayU SETTLEMENT-CUST0017,CMS/GW-207138/PAYU/CUST0017,BANK003,CREDIT
TXN0466,2026-05-08,2026-05-09,10358.1,INR,NEFT CR-GW-233864-Cashfree SETTLEMENT-CUST0251,CMS/GW-233864/CASHFREE/CUST0251,BANK001,CREDIT
TXN0467,2026-04-05,2026-04-06,41566.52,INR,NEFT CR-GW-529094-Stripe SETTLEMENT-CUST0395,CMS/GW-529094/STRIPE/CUST0395,BANK001,CREDIT
TXN0468,2026-06-20,2026-06-20,19841.83,INR,NEFT CR-GW-201916-Razorpay SETTLEMENT-CUST0357,CMS/GW-201916/RAZORPAY/CUST0357,BANK003,CREDIT
TXN0469,2026-04-26,2026-04-27,195177.09,INR,NEFT CR-GW-947668-Razorpay SETTLEMENT-CUST0426,CMS/GW-947668/RAZORPAY/CUST0426,BANK002,CREDIT
TXN0470,2026-04-15,2026-04-15,3049.58,INR,NEFT CR-GW-669441-Stripe SETTLEMENT-CUST0179,CMS/GW-669441/STRIPE/CUST0179,BANK003,CREDIT
TXN0471,2026-06-20,2026-06-20,168530.95,INR,NEFT CR-GW-185845-PayU SETTLEMENT-CUST0144,CMS/GW-185845/PAYU/CUST0144,BANK003,CREDIT
TXN0472,2026-04-10,2026-04-11,67066.02,INR,NEFT CR-GW-535814-Cashfree SETTLEMENT-CUST0100,CMS/GW-535814/CASHFREE/CUST0100,BANK001,CREDIT
TXN0473,2026-05-05,2026-05-06,2661.61,INR,NEFT CR-GW-862663-PayU SETTLEMENT-CUST0228,CMS/GW-862663/PAYU/CUST0228,BANK001,CREDIT
TXN0474,2026-03-08,2026-03-08,2832.45,INR,NEFT CR-GW-986287-PayU SETTLEMENT-CUST0489,CMS/GW-986287/PAYU/CUST0489,BANK002,CREDIT
TXN0475,2026-07-09,2026-07-10,13146.41,INR,NEFT CR-GW-314881-Stripe SETTLEMENT-CUST0299,CMS/GW-314881/STRIPE/CUST0299,BANK002,CREDIT
TXN0476,2026-05-27,2026-05-27,5410.64,INR,NEFT CR-GW-963390-Razorpay SETTLEMENT-CUST0025,CMS/GW-963390/RAZORPAY/CUST0025,BANK003,CREDIT
TXN0477,2026-04-25,2026-04-26,13898.66,INR,NEFT CR-GW-258226-Cashfree SETTLEMENT-CUST0227,CMS/GW-258226/CASHFREE/CUST0227,BANK001,CREDIT
TXN0478,2026-02-18,2026-02-18,38226.09,INR,NEFT CR-GW-849946-Cashfree SETTLEMENT-CUST0076,CMS/GW-849946/CASHFREE/CUST0076,BANK002,CREDIT
TXN0479,2026-05-08,2026-05-09,22798.81,INR,NEFT CR-GW-989816-Stripe SETTLEMENT-CUST0155,CMS/GW-989816/STRIPE/CUST0155,BANK003,CREDIT
TXN0480,2026-06-11,2026-06-12,55946.25,INR,NEFT CR-GW-966787-PayU SETTLEMENT-CUST0352,CMS/GW-966787/PAYU/CUST0352,BANK003,CREDIT
TXN0481,2026-05-09,2026-05-10,41642.41,INR,NEFT CR-GW-391236-Razorpay SETTLEMENT-CUST0460,CMS/GW-391236/RAZORPAY/CUST0460,BANK002,CREDIT
TXN0482,2026-06-27,2026-06-28,90431.67,INR,NEFT CR-GW-721794-Stripe SETTLEMENT-CUST0447,CMS/GW-721794/STRIPE/CUST0447,BANK002,CREDIT
TXN0483,2026-03-13,2026-03-13,4494.48,INR,NEFT CR-GW-964190-PayU SETTLEMENT-CUST0278,CMS/GW-964190/PAYU/CUST0278,BANK002,CREDIT
TXN0484,2026-01-28,2026-01-29,38147.49,INR,NEFT CR-GW-485026-PayU SETTLEMENT-CUST0205,CMS/GW-485026/PAYU/CUST0205,BANK002,CREDIT
TXN0485,2026-03-29,2026-03-30,20810.73,INR,NEFT CR-GW-390302-Cashfree SETTLEMENT-CUST0207,CMS/GW-390302/CASHFREE/CUST0207,BANK003,CREDIT
TXN0486,2026-05-27,2026-05-28,8914.65,INR,NEFT CR-GW-786682-PayU SETTLEMENT-CUST0128,CMS/GW-786682/PAYU/CUST0128,BANK002,CREDIT
TXN0487,2026-03-31,2026-03-31,193974.68,INR,NEFT CR-GW-568343-Razorpay SETTLEMENT-CUST0140,CMS/GW-568343/RAZORPAY/CUST0140,BANK001,CREDIT
TXN0488,2026-01-27,2026-01-28,1947.81,INR,NEFT CR-GW-346646-PayU SETTLEMENT-CUST0310,CMS/GW-346646/PAYU/CUST0310,BANK003,CREDIT
TXN0489,2026-01-26,2026-01-27,7412.42,INR,NEFT CR-GW-719475-Razorpay SETTLEMENT-CUST0430,CMS/GW-719475/RAZORPAY/CUST0430,BANK002,CREDIT
TXN0490,2026-01-10,2026-01-11,1028.66,INR,NEFT CR-GW-238789-PayU SETTLEMENT-CUST0415,CMS/GW-238789/PAYU/CUST0415,BANK003,CREDIT
TXN0491,2026-04-30,2026-04-30,33757.57,INR,NEFT CR-GW-302713-Razorpay SETTLEMENT-CUST0494,CMS/GW-302713/RAZORPAY/CUST0494,BANK003,CREDIT
TXN0492,2026-06-13,2026-06-13,49323.27,INR,NEFT CR-GW-939246-PayU SETTLEMENT-CUST0190,CMS/GW-939246/PAYU/CUST0190,BANK001,CREDIT
TXN0493,2026-01-12,2026-01-13,24159.14,INR,NEFT CR-GW-267939-Stripe SETTLEMENT-CUST0308,CMS/GW-267939/STRIPE/CUST0308,BANK003,CREDIT
TXN0494,2026-02-03,2026-02-03,3695.83,INR,NEFT CR-GW-235427-Stripe SETTLEMENT-CUST0112,CMS/GW-235427/STRIPE/CUST0112,BANK002,CREDIT
TXN0495,2026-05-19,2026-05-19,109427.81,INR,NEFT CR-GW-369021-Razorpay SETTLEMENT-CUST0088,CMS/GW-369021/RAZORPAY/CUST0088,BANK002,CREDIT
TXN0496,2026-02-19,2026-02-20,130076.6,INR,NEFT CR-GW-916386-Cashfree SETTLEMENT-CUST0369,CMS/GW-916386/CASHFREE/CUST0369,BANK001,CREDIT
TXN0497,2026-01-26,2026-01-26,12311.83,INR,NEFT CR-GW-163469-Cashfree SETTLEMENT-CUST0237,CMS/GW-163469/CASHFREE/CUST0237,BANK002,CREDIT
TXN0498,2026-04-09,2026-04-09,7091.53,INR,NEFT CR-GW-352781-Cashfree SETTLEMENT-CUST0371,CMS/GW-352781/CASHFREE/CUST0371,BANK003,CREDIT
TXN0499,2026-01-16,2026-01-16,2997.41,INR,NEFT CR-GW-649132-PayU SETTLEMENT-CUST0145,CMS/GW-649132/PAYU/CUST0145,BANK003,CREDIT
TXN0500,2026-05-01,2026-05-02,60358.77,INR,NEFT CR-GW-612319-Cashfree SETTLEMENT-CUST0307,CMS/GW-612319/CASHFREE/CUST0307,BANK001,CREDIT
