transaction_id,transaction_date,value_date,amount,currency,description,reference,account_id,transaction_type,normalized_reference,normalized_amount,normalized_transaction_date,normalized_description
TXN0286,2026-04-19,2026-04-20,41156.39,INR,NEFT CR-GW-113122-Razorpay SETTLEMENT-CUST0277,CMS/GW-113122/RAZORPAY/CUST0277,BANK003,CREDIT,GW-113122,41156.39,2026-04-19,NEFT CR-GW-113122-RAZORPAY SETTLEMENT-CUST0277
TXN0287,2026-06-21,2026-06-21,4195.37,INR,NEFT CR-GW-105812-PayU SETTLEMENT-CUST0364,CMS/GW-105812/PAYU/CUST0364,BANK001,CREDIT,GW-105812,4195.37,2026-06-21,NEFT CR-GW-105812-PAYU SETTLEMENT-CUST0364
TXN0288,2026-01-10,2026-01-11,8897.32,INR,NEFT CR-GW-856303-Cashfree SETTLEMENT-CUST0099,CMS/GW-856303/CASHFREE/CUST0099,BANK003,CREDIT,GW-856303,8897.32,2026-01-10,NEFT CR-GW-856303-CASHFREE SETTLEMENT-CUST0099
TXN0289,2026-06-16,2026-06-17,31429.69,INR,NEFT CR-GW-609954-Razorpay SETTLEMENT-CUST0256,CMS/GW-609954/RAZORPAY/CUST0256,BANK002,CREDIT,GW-609954,31429.69,2026-06-16,NEFT CR-GW-609954-RAZORPAY SETTLEMENT-CUST0256
TXN0290,2026-06-02,2026-06-03,186879.35,INR,NEFT CR-GW-433130-Razorpay SETTLEMENT-CUST0327,CMS/GW-433130/RAZORPAY/CUST0327,BANK002,CREDIT,GW-433130,186879.35,2026-06-02,NEFT CR-GW-433130-RAZORPAY SETTLEMENT-CUST0327
TXN0291,2026-02-17,2026-02-17,113526.36,INR,NEFT CR-GW-192260-Razorpay SETTLEMENT-CUST0281,CMS/GW-192260/RAZORPAY/CUST0281,BANK001,CREDIT,GW-192260,113526.36,2026-02-17,NEFT CR-GW-192260-RAZORPAY SETTLEMENT-CUST0281
TXN0292,2026-06-23,2026-06-23,80780.99,INR,NEFT CR-GW-833225-Cashfree SETTLEMENT-CUST0146,CMS/GW-833225/CASHFREE/CUST0146,BANK001,CREDIT,GW-833225,80780.99,2026-06-23,NEFT CR-GW-833225-CASHFREE SETTLEMENT-CUST0146
TXN0293,2026-03-06,2026-03-07,116355.12,INR,NEFT CR-GW-825708-Cashfree SETTLEMENT-CUST0096,CMS/GW-825708/CASHFREE/CUST0096,BANK001,CREDIT,GW-825708,116355.12,2026-03-06,NEFT CR-GW-825708-CASHFREE SETTLEMENT-CUST0096
TXN0294,2026-05-02,2026-05-02,197650.65,INR,NEFT CR-GW-147284-PayU SETTLEMENT-CUST0307,CMS/GW-147284/PAYU/CUST0307,BANK002,CREDIT,GW-147284,197650.65,2026-05-02,NEFT CR-GW-147284-PAYU SETTLEMENT-CUST0307
TXN0295,2026-05-29,2026-05-29,12266.03,INR,NEFT CR-GW-953354-Razorpay SETTLEMENT-CUST0333,CMS/GW-953354/RAZORPAY/CUST0333,BANK003,CREDIT,GW-953354,12266.03,2026-05-29,NEFT CR-GW-953354-RAZORPAY SETTLEMENT-CUST0333
TXN0296,2026-01-18,2026-01-19,24427.77,INR,NEFT CR-GW-168450-PayU SETTLEMENT-CUST0317,CMS/GW-168450/PAYU/CUST0317,BANK003,CREDIT,GW-168450,24427.77,2026-01-18,NEFT CR-GW-168450-PAYU SETTLEMENT-CUST0317
TXN0297,2026-04-06,2026-04-07,2726.7,INR,NEFT CR-GW-994913-Stripe SETTLEMENT-CUST0320,CMS/GW-994913/STRIPE/CUST0320,BANK003,CREDIT,GW-994913,2726.7,2026-04-06,NEFT CR-GW-994913-STRIPE SETTLEMENT-CUST0320
TXN0298,2026-05-10,2026-05-11,44467.95,INR,NEFT CR-GW-785803-PayU SETTLEMENT-CUST0369,CMS/GW-785803/PAYU/CUST0369,BANK003,CREDIT,GW-785803,44467.95,2026-05-10,NEFT CR-GW-785803-PAYU SETTLEMENT-CUST0369
TXN0299,2026-05-30,2026-05-30,3659.99,INR,NEFT CR-GW-457386-Cashfree SETTLEMENT-CUST0213,CMS/GW-457386/CASHFREE/CUST0213,BANK003,CREDIT,GW-457386,3659.99,2026-05-30,NEFT CR-GW-457386-CASHFREE SETTLEMENT-CUST0213
TXN0300,2026-06-05,2026-06-06,15214.19,INR,NEFT CR-GW-547562-Razorpay SETTLEMENT-CUST0459,CMS/GW-547562/RAZORPAY/CUST0459,BANK001,CREDIT,GW-547562,15214.19,2026-06-05,NEFT CR-GW-547562-RAZORPAY SETTLEMENT-CUST0459
TXN0301,2026-04-18,2026-04-18,3567.2,INR,NEFT CR-GW-767571-Cashfree SETTLEMENT-CUST0276,CMS/GW-767571/CASHFREE/CUST0276,BANK001,CREDIT,GW-767571,3567.2,2026-04-18,NEFT CR-GW-767571-CASHFREE SETTLEMENT-CUST0276
TXN0302,2026-07-01,2026-07-02,43252.86,INR,NEFT CR-GW-438762-Stripe SETTLEMENT-CUST0216,CMS/GW-438762/STRIPE/CUST0216,BANK001,CREDIT,GW-438762,43252.86,2026-07-01,NEFT CR-GW-438762-STRIPE SETTLEMENT-CUST0216
TXN0303,2026-03-27,2026-03-27,18828.92,INR,NEFT CR-GW-657714-PayU SETTLEMENT-CUST0351,CMS/GW-657714/PAYU/CUST0351,BANK002,CREDIT,GW-657714,18828.92,2026-03-27,NEFT CR-GW-657714-PAYU SETTLEMENT-CUST0351
TXN0304,2026-05-04,2026-05-04,95623.01,INR,NEFT CR-GW-975553-Razorpay SETTLEMENT-CUST0167,CMS/GW-975553/RAZORPAY/CUST0167,BANK003,CREDIT,GW-975553,95623.01,2026-05-04,NEFT CR-GW-975553-RAZORPAY SETTLEMENT-CUST0167
TXN0305,2026-06-05,2026-06-06,75946.55,INR,NEFT CR-GW-206571-Cashfree SETTLEMENT-CUST0013,CMS/GW-206571/CASHFREE/CUST0013,BANK001,CREDIT,GW-206571,75946.55,2026-06-05,NEFT CR-GW-206571-CASHFREE SETTLEMENT-CUST0013
TXN0306,2026-05-26,2026-05-26,3512.43,INR,NEFT CR-GW-234896-PayU SETTLEMENT-CUST0305,CMS/GW-234896/PAYU/CUST0305,BANK001,CREDIT,GW-234896,3512.43,2026-05-26,NEFT CR-GW-234896-PAYU SETTLEMENT-CUST0305
TXN0307,2026-01-15,2026-01-16,51345.63,INR,NEFT CR-GW-373440-Stripe SETTLEMENT-CUST0283,CMS/GW-373440/STRIPE/CUST0283,BANK001,CREDIT,GW-373440,51345.63,2026-01-15,NEFT CR-GW-373440-STRIPE SETTLEMENT-CUST0283
TXN0308,2026-02-12,2026-02-12,10597.51,INR,NEFT CR-GW-978560-PayU SETTLEMENT-CUST0415,CMS/GW-978560/PAYU/CUST0415,BANK001,CREDIT,GW-978560,10597.51,2026-02-12,NEFT CR-GW-978560-PAYU SETTLEMENT-CUST0415
TXN0309,2026-06-16,2026-06-17,3361.44,INR,NEFT CR-GW-359449-Cashfree SETTLEMENT-CUST0134,CMS/GW-359449/CASHFREE/CUST0134,BANK001,CREDIT,GW-359449,3361.44,2026-06-16,NEFT CR-GW-359449-CASHFREE SETTLEMENT-CUST0134
TXN0310,2026-03-13,2026-03-13,4570.29,INR,NEFT CR-GW-491533-Stripe SETTLEMENT-CUST0111,CMS/GW-491533/STRIPE/CUST0111,BANK003,CREDIT,GW-491533,4570.29,2026-03-13,NEFT CR-GW-491533-STRIPE SETTLEMENT-CUST0111
TXN0311,2026-04-20,2026-04-21,79090.86,INR,NEFT CR-GW-369406-Razorpay SETTLEMENT-CUST0256,CMS/GW-369406/RAZORPAY/CUST0256,BANK002,CREDIT,GW-369406,79090.86,2026-04-20,NEFT CR-GW-369406-RAZORPAY SETTLEMENT-CUST0256
TXN0312,2026-03-14,2026-03-14,4570.29,INR,NEFT CR-GW-491533-Stripe SETTLEMENT-CUST0111,CMS/GW-491533/STRIPE/CUST0111,BANK002,CREDIT,GW-491533,4570.29,2026-03-14,NEFT CR-GW-491533-STRIPE SETTLEMENT-CUST0111
TXN0313,2026-01-20,2026-01-20,91204.73,INR,NEFT CR-GW-250500-Stripe SETTLEMENT-CUST0470,CMS/GW-250500/STRIPE/CUST0470,BANK003,CREDIT,GW-250500,91204.73,2026-01-20,NEFT CR-GW-250500-STRIPE SETTLEMENT-CUST0470
TXN0314,2026-01-19,2026-01-20,61403.4,INR,NEFT CR-GW-746657-Cashfree SETTLEMENT-CUST0392,CMS/GW-746657/CASHFREE/CUST0392,BANK003,CREDIT,GW-746657,61403.4,2026-01-19,NEFT CR-GW-746657-CASHFREE SETTLEMENT-CUST0392
TXN0315,2026-06-05,2026-06-06,9384.65,INR,NEFT CR-GW-307221-Cashfree SETTLEMENT-CUST0319,CMS/GW-307221/CASHFREE/CUST0319,BANK001,CREDIT,GW-307221,9384.65,2026-06-05,NEFT CR-GW-307221-CASHFREE SETTLEMENT-CUST0319
TXN0316,2026-05-29,2026-05-30,2505.09,INR,NEFT CR-GW-716176-PayU SETTLEMENT-CUST0017,CMS/GW-716176/PAYU/CUST0017,BANK002,CREDIT,GW-716176,2505.09,2026-05-29,NEFT CR-GW-716176-PAYU SETTLEMENT-CUST0017
TXN0317,2026-03-15,2026-03-16,2922.25,INR,NEFT CR-GW-454831-Stripe SETTLEMENT-CUST0007,CMS/GW-454831/STRIPE/CUST0007,BANK003,CREDIT,GW-454831,2922.25,2026-03-15,NEFT CR-GW-454831-STRIPE SETTLEMENT-CUST0007
TXN0318,2026-04-11,2026-04-11,86065.84,INR,NEFT CR-GW-692136-Razorpay SETTLEMENT-CUST0347,CMS/GW-692136/RAZORPAY/CUST0347,BANK003,CREDIT,GW-692136,86065.84,2026-04-11,NEFT CR-GW-692136-RAZORPAY SETTLEMENT-CUST0347
TXN0319,2026-03-30,2026-03-30,199489.06,INR,NEFT CR-GW-933393-Razorpay SETTLEMENT-CUST0075,CMS/GW-933393/RAZORPAY/CUST0075,BANK002,CREDIT,GW-933393,199489.06,2026-03-30,NEFT CR-GW-933393-RAZORPAY SETTLEMENT-CUST0075
TXN0320,2026-07-13,2026-07-14,108467.95,INR,NEFT CR-GW-104159-Stripe SETTLEMENT-CUST0133,CMS/GW-104159/STRIPE/CUST0133,BANK003,CREDIT,GW-104159,108467.95,2026-07-13,NEFT CR-GW-104159-STRIPE SETTLEMENT-CUST0133
TXN0321,2026-06-20,2026-06-21,140726.92,INR,NEFT CR-GW-348352-Cashfree SETTLEMENT-CUST0398,CMS/GW-348352/CASHFREE/CUST0398,BANK001,CREDIT,GW-348352,140726.92,2026-06-20,NEFT CR-GW-348352-CASHFREE SETTLEMENT-CUST0398
TXN0322,2026-05-20,2026-05-20,176303.9,INR,NEFT CR-GW-191681-Stripe SETTLEMENT-CUST0266,CMS/GW-191681/STRIPE/CUST0266,BANK002,CREDIT,GW-191681,176303.9,2026-05-20,NEFT CR-GW-191681-STRIPE SETTLEMENT-CUST0266
TXN0323,2026-04-19,2026-04-19,79090.86,INR,NEFT CR-GW-369406-Razorpay SETTLEMENT-CUST0256,CMS/GW-369406/RAZORPAY/CUST0256,BANK002,CREDIT,GW-369406,79090.86,2026-04-19,NEFT CR-GW-369406-RAZORPAY SETTLEMENT-CUST0256
TXN0324,2026-06-21,2026-06-21,3497.7,INR,NEFT CR-GW-256127-Cashfree SETTLEMENT-CUST0147,CMS/GW-256127/CASHFREE/CUST0147,BANK001,CREDIT,GW-256127,3497.7,2026-06-21,NEFT CR-GW-256127-CASHFREE SETTLEMENT-CUST0147
TXN0325,2026-03-10,2026-03-11,4822.63,INR,NEFT CR-GW-453985-Stripe SETTLEMENT-CUST0395,CMS/GW-453985/STRIPE/CUST0395,BANK003,CREDIT,GW-453985,4822.63,2026-03-10,NEFT CR-GW-453985-STRIPE SETTLEMENT-CUST0395
TXN0326,2026-05-02,2026-05-02,871.48,INR,NEFT CR-GW-320165-PayU SETTLEMENT-CUST0482,CMS/GW-320165/PAYU/CUST0482,BANK003,CREDIT,GW-320165,871.48,2026-05-02,NEFT CR-GW-320165-PAYU SETTLEMENT-CUST0482
TXN0327,2026-02-27,2026-02-27,1871.84,INR,NEFT CR-GW-820595-Stripe SETTLEMENT-CUST0335,CMS/GW-820595/STRIPE/CUST0335,BANK003,CREDIT,GW-820595,1871.84,2026-02-27,NEFT CR-GW-820595-STRIPE SETTLEMENT-CUST0335
TXN0328,2026-05-07,2026-05-08,125593.84,INR,NEFT CR-GW-540812-Cashfree SETTLEMENT-CUST0415,CMS/GW-540812/CASHFREE/CUST0415,BANK002,CREDIT,GW-540812,125593.84,2026-05-07,NEFT CR-GW-540812-CASHFREE SETTLEMENT-CUST0415
TXN0329,2026-01-24,2026-01-25,163172.97,INR,NEFT CR-GW-426236-PayU SETTLEMENT-CUST0066,CMS/GW-426236/PAYU/CUST0066,BANK002,CREDIT,GW-426236,163172.97,2026-01-24,NEFT CR-GW-426236-PAYU SETTLEMENT-CUST0066
TXN0330,2026-04-06,2026-04-07,154690.62,INR,NEFT CR-GW-491805-Stripe SETTLEMENT-CUST0292,CMS/GW-491805/STRIPE/CUST0292,BANK001,CREDIT,GW-491805,154690.62,2026-04-06,NEFT CR-GW-491805-STRIPE SETTLEMENT-CUST0292
TXN0331,2026-06-13,2026-06-13,72935.41,INR,NEFT CR-GW-995284-Stripe SETTLEMENT-CUST0126,CMS/GW-995284/STRIPE/CUST0126,BANK001,CREDIT,GW-995284,72935.41,2026-06-13,NEFT CR-GW-995284-STRIPE SETTLEMENT-CUST0126
TXN0332,2026-06-16,2026-06-16,4994.74,INR,NEFT CR-GW-362258-Stripe SETTLEMENT-CUST0412,CMS/GW-362258/STRIPE/CUST0412,BANK003,CREDIT,GW-362258,4994.74,2026-06-16,NEFT CR-GW-362258-STRIPE SETTLEMENT-CUST0412
TXN0333,2026-01-15,2026-01-16,3536.78,INR,NEFT CR-GW-126000-Razorpay SETTLEMENT-CUST0321,CMS/GW-126000/RAZORPAY/CUST0321,BANK002,CREDIT,GW-126000,3536.78,2026-01-15,NEFT CR-GW-126000-RAZORPAY SETTLEMENT-CUST0321
TXN0334,2026-04-09,2026-04-10,2411.19,INR,NEFT CR-GW-163644-Cashfree SETTLEMENT-CUST0162,CMS/GW-163644/CASHFREE/CUST0162,BANK001,CREDIT,GW-163644,2411.19,2026-04-09,NEFT CR-GW-163644-CASHFREE SETTLEMENT-CUST0162
TXN0335,2026-04-25,2026-04-26,112630.02,INR,NEFT CR-GW-277360-Razorpay SETTLEMENT-CUST0205,CMS/GW-277360/RAZORPAY/CUST0205,BANK003,CREDIT,GW-277360,112630.02,2026-04-25,NEFT CR-GW-277360-RAZORPAY SETTLEMENT-CUST0205
TXN0336,2026-02-26,2026-02-27,29018.7,INR,NEFT CR-GW-755268-PayU SETTLEMENT-CUST0125,CMS/GW-755268/PAYU/CUST0125,BANK001,CREDIT,GW-755268,29018.7,2026-02-26,NEFT CR-GW-755268-PAYU SETTLEMENT-CUST0125
TXN0337,2026-02-02,2026-02-03,7121.7,INR,NEFT CR-GW-982444-Cashfree SETTLEMENT-CUST0076,CMS/GW-982444/CASHFREE/CUST0076,BANK002,CREDIT,GW-982444,7121.7,2026-02-02,NEFT CR-GW-982444-CASHFREE SETTLEMENT-CUST0076
TXN0338,2026-03-04,2026-03-04,3587.13,INR,NEFT CR-GW-852843-Razorpay SETTLEMENT-CUST0219,CMS/GW-852843/RAZORPAY/CUST0219,BANK003,CREDIT,GW-852843,3587.13,2026-03-04,NEFT CR-GW-852843-RAZORPAY SETTLEMENT-CUST0219
TXN0339,2026-03-12,2026-03-12,2851.95,INR,NEFT CR-GW-609142-Razorpay SETTLEMENT-CUST0387,CMS/GW-609142/RAZORPAY/CUST0387,BANK002,CREDIT,GW-609142,2851.95,2026-03-12,NEFT CR-GW-609142-RAZORPAY SETTLEMENT-CUST0387
TXN0340,2026-04-08,2026-04-08,40391.78,INR,NEFT CR-GW-612452-Razorpay SETTLEMENT-CUST0441,CMS/GW-612452/RAZORPAY/CUST0441,BANK001,CREDIT,GW-612452,40391.78,2026-04-08,NEFT CR-GW-612452-RAZORPAY SETTLEMENT-CUST0441
TXN0341,2026-04-25,2026-04-25,69497.81,INR,NEFT CR-GW-514560-Cashfree SETTLEMENT-CUST0075,CMS/GW-514560/CASHFREE/CUST0075,BANK002,CREDIT,GW-514560,69497.81,2026-04-25,NEFT CR-GW-514560-CASHFREE SETTLEMENT-CUST0075
TXN0342,2026-01-23,2026-01-23,124401.11,INR,NEFT CR-GW-984478-Cashfree SETTLEMENT-CUST0059,CMS/GW-984478/CASHFREE/CUST0059,BANK002,CREDIT,GW-984478,124401.11,2026-01-23,NEFT CR-GW-984478-CASHFREE SETTLEMENT-CUST0059
TXN0343,2026-01-11,2026-01-11,85015.03,INR,NEFT CR-GW-570352-Razorpay SETTLEMENT-CUST0375,CMS/GW-570352/RAZORPAY/CUST0375,BANK002,CREDIT,GW-570352,85015.03,2026-01-11,NEFT CR-GW-570352-RAZORPAY SETTLEMENT-CUST0375
TXN0344,2026-04-20,2026-04-20,76470.17,INR,NEFT CR-GW-288438-PayU SETTLEMENT-CUST0401,CMS/GW-288438/PAYU/CUST0401,BANK003,CREDIT,GW-288438,76470.17,2026-04-20,NEFT CR-GW-288438-PAYU SETTLEMENT-CUST0401
TXN0345,2026-02-19,2026-02-20,176273.22,INR,NEFT CR-GW-337943-Cashfree SETTLEMENT-CUST0278,CMS/GW-337943/CASHFREE/CUST0278,BANK002,CREDIT,GW-337943,176273.22,2026-02-19,NEFT CR-GW-337943-CASHFREE SETTLEMENT-CUST0278
TXN0346,2026-03-21,2026-03-22,23098.14,INR,NEFT CR-GW-641365-Razorpay SETTLEMENT-CUST0019,CMS/GW-641365/RAZORPAY/CUST0019,BANK001,CREDIT,GW-641365,23098.14,2026-03-21,NEFT CR-GW-641365-RAZORPAY SETTLEMENT-CUST0019
TXN0347,2026-02-10,2026-02-11,171371.15,INR,NEFT CR-GW-957545-PayU SETTLEMENT-CUST0213,CMS/GW-957545/PAYU/CUST0213,BANK002,CREDIT,GW-957545,171371.15,2026-02-10,NEFT CR-GW-957545-PAYU SETTLEMENT-CUST0213
TXN0348,2026-06-10,2026-06-11,58914.36,INR,NEFT CR-GW-650318-PayU SETTLEMENT-CUST0025,CMS/GW-650318/PAYU/CUST0025,BANK001,CREDIT,GW-650318,58914.36,2026-06-10,NEFT CR-GW-650318-PAYU SETTLEMENT-CUST0025
TXN0349,2026-03-09,2026-03-10,54760.9,INR,NEFT CR-GW-700145-Stripe SETTLEMENT-CUST0312,CMS/GW-700145/STRIPE/CUST0312,BANK001,CREDIT,GW-700145,54760.9,2026-03-09,NEFT CR-GW-700145-STRIPE SETTLEMENT-CUST0312
TXN0350,2026-03-19,2026-03-20,19074.74,INR,NEFT CR-GW-988946-PayU SETTLEMENT-CUST0011,CMS/GW-988946/PAYU/CUST0011,BANK001,CREDIT,GW-988946,19074.74,2026-03-19,NEFT CR-GW-988946-PAYU SETTLEMENT-CUST0011
TXN0351,2026-05-01,2026-05-01,70124.9,INR,NEFT CR-GW-274477-Cashfree SETTLEMENT-CUST0500,CMS/GW-274477/CASHFREE/CUST0500,BANK003,CREDIT,GW-274477,70124.9,2026-05-01,NEFT CR-GW-274477-CASHFREE SETTLEMENT-CUST0500
TXN0352,2026-01-06,2026-01-06,1115.07,INR,NEFT CR-GW-699552-Cashfree SETTLEMENT-CUST0348,CMS/GW-699552/CASHFREE/CUST0348,BANK003,CREDIT,GW-699552,1115.07,2026-01-06,NEFT CR-GW-699552-CASHFREE SETTLEMENT-CUST0348
TXN0353,2026-02-02,2026-02-03,61443.3,INR,NEFT CR-GW-327582-Razorpay SETTLEMENT-CUST0130,CMS/GW-327582/RAZORPAY/CUST0130,BANK003,CREDIT,GW-327582,61443.3,2026-02-02,NEFT CR-GW-327582-RAZORPAY SETTLEMENT-CUST0130
TXN0354,2026-06-13,2026-06-13,105372.26,INR,NEFT CR-GW-661921-Stripe SETTLEMENT-CUST0275,CMS/GW-661921/STRIPE/CUST0275,BANK001,CREDIT,GW-661921,105372.26,2026-06-13,NEFT CR-GW-661921-STRIPE SETTLEMENT-CUST0275
TXN0355,2026-05-06,2026-05-07,14579.87,INR,NEFT CR-GW-569040-PayU SETTLEMENT-CUST0045,CMS/GW-569040/PAYU/CUST0045,BANK002,CREDIT,GW-569040,14579.87,2026-05-06,NEFT CR-GW-569040-PAYU SETTLEMENT-CUST0045
TXN0356,2026-06-17,2026-06-18,120103.35,INR,NEFT CR-GW-341794-Stripe SETTLEMENT-CUST0050,CMS/GW-341794/STRIPE/CUST0050,BANK001,CREDIT,GW-341794,120103.35,2026-06-17,NEFT CR-GW-341794-STRIPE SETTLEMENT-CUST0050
TXN0357,2026-02-13,2026-02-13,106877.3,INR,NEFT CR-GW-947585-PayU SETTLEMENT-CUST0137,CMS/GW-947585/PAYU/CUST0137,BANK003,CREDIT,GW-947585,106877.3,2026-02-13,NEFT CR-GW-947585-PAYU SETTLEMENT-CUST0137
TXN0358,2026-04-27,2026-04-27,11445.87,INR,NEFT CR-GW-811789-PayU SETTLEMENT-CUST0032,CMS/GW-811789/PAYU/CUST0032,BANK001,CREDIT,GW-811789,11445.87,2026-04-27,NEFT CR-GW-811789-PAYU SETTLEMENT-CUST0032
TXN0359,2026-04-09,2026-04-09,174890.36,INR,NEFT CR-GW-787573-PayU SETTLEMENT-CUST0196,CMS/GW-787573/PAYU/CUST0196,BANK003,CREDIT,GW-787573,174890.36,2026-04-09,NEFT CR-GW-787573-PAYU SETTLEMENT-CUST0196
TXN0360,2026-01-26,2026-01-27,163172.97,INR,NEFT CR-GW-426236-PayU SETTLEMENT-CUST0066,CMS/GW-426236/PAYU/CUST0066,BANK002,CREDIT,GW-426236,163172.97,2026-01-26,NEFT CR-GW-426236-PAYU SETTLEMENT-CUST0066
TXN0361,2026-06-15,2026-06-15,45524.93,INR,NEFT CR-GW-673901-PayU SETTLEMENT-CUST0198,CMS/GW-673901/PAYU/CUST0198,BANK001,CREDIT,GW-673901,45524.93,2026-06-15,NEFT CR-GW-673901-PAYU SETTLEMENT-CUST0198
TXN0362,2026-06-23,2026-06-24,4429.92,INR,NEFT CR-GW-309139-Razorpay SETTLEMENT-CUST0105,CMS/GW-309139/RAZORPAY/CUST0105,BANK003,CREDIT,GW-309139,4429.92,2026-06-23,NEFT CR-GW-309139-RAZORPAY SETTLEMENT-CUST0105
TXN0363,2026-01-29,2026-01-30,4321.17,INR,NEFT CR-GW-928453-PayU SETTLEMENT-CUST0370,CMS/GW-928453/PAYU/CUST0370,BANK001,CREDIT,GW-928453,4321.17,2026-01-29,NEFT CR-GW-928453-PAYU SETTLEMENT-CUST0370
TXN0364,2026-03-26,2026-03-27,123477.61,INR,NEFT CR-GW-817784-Cashfree SETTLEMENT-CUST0262,CMS/GW-817784/CASHFREE/CUST0262,BANK001,CREDIT,GW-817784,123477.61,2026-03-26,NEFT CR-GW-817784-CASHFREE SETTLEMENT-CUST0262
TXN0365,2026-02-13,2026-02-13,18880.38,INR,NEFT CR-GW-278529-Stripe SETTLEMENT-CUST0459,CMS/GW-278529/STRIPE/CUST0459,BANK003,CREDIT,GW-278529,18880.38,2026-02-13,NEFT CR-GW-278529-STRIPE SETTLEMENT-CUST0459
TXN0366,2026-04-23,2026-04-24,8836.65,INR,NEFT CR-GW-348981-Cashfree SETTLEMENT-CUST0016,CMS/GW-348981/CASHFREE/CUST0016,BANK001,CREDIT,GW-348981,8836.65,2026-04-23,NEFT CR-GW-348981-CASHFREE SETTLEMENT-CUST0016
TXN0367,2026-03-29,2026-03-29,37324.67,INR,NEFT CR-GW-342244-Stripe SETTLEMENT-CUST0464,CMS/GW-342244/STRIPE/CUST0464,BANK001,CREDIT,GW-342244,37324.67,2026-03-29,NEFT CR-GW-342244-STRIPE SETTLEMENT-CUST0464
TXN0368,2026-03-25,2026-03-25,106043.51,INR,NEFT CR-GW-531058-Razorpay SETTLEMENT-CUST0485,CMS/GW-531058/RAZORPAY/CUST0485,BANK001,CREDIT,GW-531058,106043.51,2026-03-25,NEFT CR-GW-531058-RAZORPAY SETTLEMENT-CUST0485
TXN0369,2026-04-16,2026-04-17,2411.31,INR,NEFT CR-GW-903837-Stripe SETTLEMENT-CUST0170,CMS/GW-903837/STRIPE/CUST0170,BANK002,CREDIT,GW-903837,2411.31,2026-04-16,NEFT CR-GW-903837-STRIPE SETTLEMENT-CUST0170
TXN0370,2026-02-03,2026-02-03,77794.24,INR,NEFT CR-GW-684780-Razorpay SETTLEMENT-CUST0050,CMS/GW-684780/RAZORPAY/CUST0050,BANK001,CREDIT,GW-684780,77794.24,2026-02-03,NEFT CR-GW-684780-RAZORPAY SETTLEMENT-CUST0050
TXN0371,2026-08-09,2026-08-10,2035.99,INR,NEFT CR-GW-897451-PayU SETTLEMENT-CUST0231,CMS/GW-897451/PAYU/CUST0231,BANK001,CREDIT,GW-897451,2035.99,2026-08-09,NEFT CR-GW-897451-PAYU SETTLEMENT-CUST0231
TXN0372,2026-04-14,2026-04-14,65174.03,INR,NEFT CR-GW-432056-PayU SETTLEMENT-CUST0217,CMS/GW-432056/PAYU/CUST0217,BANK003,CREDIT,GW-432056,65174.03,2026-04-14,NEFT CR-GW-432056-PAYU SETTLEMENT-CUST0217
TXN0373,2026-04-26,2026-04-26,31884.5,INR,NEFT CR-GW-937533-Razorpay SETTLEMENT-CUST0383,CMS/GW-937533/RAZORPAY/CUST0383,BANK001,CREDIT,GW-937533,31884.5,2026-04-26,NEFT CR-GW-937533-RAZORPAY SETTLEMENT-CUST0383
TXN0374,2026-01-08,2026-01-08,14186.74,INR,NEFT CR-GW-352436-PayU SETTLEMENT-CUST0387,CMS/GW-352436/PAYU/CUST0387,BANK002,CREDIT,GW-352436,14186.74,2026-01-08,NEFT CR-GW-352436-PAYU SETTLEMENT-CUST0387
TXN0375,2026-04-02,2026-04-02,1388.32,INR,NEFT CR-GW-802146-Cashfree SETTLEMENT-CUST0306,CMS/GW-802146/CASHFREE/CUST0306,BANK001,CREDIT,GW-802146,1388.32,2026-04-02,NEFT CR-GW-802146-CASHFREE SETTLEMENT-CUST0306
TXN0376,2026-03-30,2026-03-30,2403.51,INR,NEFT CR-GW-465528-Razorpay SETTLEMENT-CUST0007,CMS/GW-465528/RAZORPAY/CUST0007,BANK001,CREDIT,GW-465528,2403.51,2026-03-30,NEFT CR-GW-465528-RAZORPAY SETTLEMENT-CUST0007
TXN0377,2026-04-07,2026-04-07,133266.2,INR,NEFT CR-GW-996416-Razorpay SETTLEMENT-CUST0110,CMS/GW-996416/RAZORPAY/CUST0110,BANK003,CREDIT,GW-996416,133266.2,2026-04-07,NEFT CR-GW-996416-RAZORPAY SETTLEMENT-CUST0110
TXN0378,2026-06-08,2026-06-08,3166.92,INR,NEFT CR-GW-465618-Stripe SETTLEMENT-CUST0404,CMS/GW-465618/STRIPE/CUST0404,BANK001,CREDIT,GW-465618,3166.92,2026-06-08,NEFT CR-GW-465618-STRIPE SETTLEMENT-CUST0404
TXN0379,2026-04-20,2026-04-20,21415.38,INR,NEFT CR-GW-385914-Razorpay SETTLEMENT-CUST0410,CMS/GW-385914/RAZORPAY/CUST0410,BANK002,CREDIT,GW-385914,21415.38,2026-04-20,NEFT CR-GW-385914-RAZORPAY SETTLEMENT-CUST0410
TXN0380,2026-06-23,2026-06-24,30103.71,INR,NEFT CR-GW-474474-PayU SETTLEMENT-CUST0361,CMS/GW-474474/PAYU/CUST0361,BANK003,CREDIT,GW-474474,30103.71,2026-06-23,NEFT CR-GW-474474-PAYU SETTLEMENT-CUST0361
