ledger_id,ledger_date,invoice_id,customer_id,amount,currency,account_code,entry_type,description,reference,posting_status,normalized_amount,normalized_ledger_date
LEDG0453,2026-02-26,INV0453,CUST0125,29018.7,INR,AR001,CREDIT,Payment receipt for INV0453 via PayU,REC-INV0453-PAY0453,POSTED,29018.7,2026-02-26
LEDG0454,2026-01-20,INV0454,CUST0012,50113.92,INR,AR001,CREDIT,Payment receipt for INV0454 via Cashfree,REC-INV0454-PAY0454,POSTED,50113.92,2026-01-20
LEDG0455,2026-02-14,INV0455,CUST0425,72296.93,INR,AR001,CREDIT,Payment receipt for INV0455 via Cashfree,REC-INV0455-PAY0455,POSTED,72296.93,2026-02-14
LEDG0456,2026-01-29,INV0456,CUST0340,59872.73,INR,AR001,CREDIT,Payment receipt for INV0456 via Cashfree,REC-INV0456-PAY0456,POSTED,59872.73,2026-01-29
LEDG0457,2026-05-04,INV0457,CUST0163,3623.7,INR,AR001,CREDIT,Payment receipt for INV0457 via Stripe,REC-INV0457-PAY0457,POSTED,3623.7,2026-05-04
LEDG0458,2026-04-03,INV0458,CUST0437,54190.88,INR,AR001,CREDIT,Payment receipt for INV0458 via PayU,REC-INV0458-PAY0458,POSTED,54190.88,2026-04-03
LEDG0459,2026-05-13,INV0459,CUST0131,129220.59,INR,AR001,CREDIT,Payment receipt for INV0459 via Stripe,REC-INV0459-PAY0459,PENDING,129220.59,2026-05-13
LEDG0460,2026-06-26,INV0460,CUST0040,37711.97,INR,AR001,CREDIT,Payment receipt for INV0460 via Cashfree,REC-INV0460-PAY0460,POSTED,37711.97,2026-06-26
LEDG0461,2026-02-10,INV0461,CUST0144,10363.81,INR,AR001,CREDIT,Payment receipt for INV0461 via Razorpay,REC-INV0461-PAY0461,POSTED,10363.81,2026-02-10
LEDG0462,2026-06-23,INV0462,CUST0054,2394.0,INR,AR001,CREDIT,Payment receipt for INV0462 via Razorpay,REC-INV0462-PAY0462,POSTED,2394.0,2026-06-23
LEDG0463,2026-03-01,INV0463,CUST0152,45717.34,INR,AR001,CREDIT,Payment receipt for INV0463 via Cashfree,REC-INV0463-PAY0463,POSTED,45717.34,2026-03-01
LEDG0464,2026-05-30,INV0464,CUST0358,1644.39,INR,AR001,CREDIT,Payment receipt for INV0464 via Stripe,REC-INV0464-PAY0464,POSTED,1644.39,2026-05-30
LEDG0465,2026-02-07,INV0465,CUST0017,105198.62,INR,AR001,CREDIT,Payment receipt for INV0465 via PayU,REC-INV0465-PAY0465,POSTED,105198.62,2026-02-07
LEDG0466,2026-03-12,INV0466,CUST0251,10358.1,INR,AR001,CREDIT,Payment receipt for INV0466 via Cashfree,REC-INV0466-PAY0466,POSTED,10358.1,2026-03-12
LEDG0467,2026-04-06,INV0467,CUST0395,41566.52,INR,AR001,CREDIT,Payment receipt for INV0467 via Stripe,REC-INV0467-PAY0467,POSTED,41566.52,2026-04-06
LEDG0468,2026-06-21,INV0468,CUST0357,19841.83,INR,AR001,CREDIT,Payment receipt for INV0468 via Razorpay,REC-INV0468-PAY0468,POSTED,19841.83,2026-06-21
LEDG0469,2026-04-27,INV0469,CUST0426,195177.09,INR,AR001,CREDIT,Payment receipt for INV0469 via Razorpay,REC-INV0469-PAY0469,POSTED,195177.09,2026-04-27
LEDG0470,2026-04-13,INV0470,CUST0179,3049.58,INR,AR001,CREDIT,Payment receipt for INV0470 via Stripe,REC-INV0470-PAY0470,POSTED,3049.58,2026-04-13
LEDG0471,2026-06-20,INV0471,CUST0144,168530.95,INR,AR001,CREDIT,Payment receipt for INV0471 via PayU,REC-INV0471-PAY0471,POSTED,168530.95,2026-06-20
LEDG0472,2026-04-11,INV0472,CUST0100,67066.02,INR,AR001,CREDIT,Payment receipt for INV0472 via Cashfree,REC-INV0472-PAY0472,POSTED,67066.02,2026-04-11
LEDG0473,2026-05-04,INV0473,CUST0228,2661.61,INR,AR001,CREDIT,Payment receipt for INV0473 via PayU,REC-INV0473-PAY0473,POSTED,2661.61,2026-05-04
LEDG0474,2026-03-06,INV0474,CUST0489,2832.45,INR,AR001,CREDIT,Payment receipt for INV0474 via PayU,REC-INV0474-PAY0474,POSTED,2832.45,2026-03-06
LEDG0475,2026-06-30,INV0475,CUST0299,13146.41,INR,AR001,CREDIT,Payment receipt for INV0475 via Stripe,REC-INV0475-PAY0475,POSTED,13146.41,2026-06-30
LEDG0476,2026-05-17,INV0476,CUST0025,5410.64,INR,AR001,CREDIT,Payment receipt for INV0476 via Razorpay,REC-INV0476-PAY0476,POSTED,5410.64,2026-05-17
LEDG0477,2026-04-25,INV0477,CUST0227,13898.66,INR,AR001,CREDIT,Payment receipt for INV0477 via Cashfree,REC-INV0477-PAY0477,POSTED,13898.66,2026-04-25
LEDG0478,2026-01-19,INV0478,CUST0076,38226.09,INR,AR001,CREDIT,Payment receipt for INV0478 via Cashfree,REC-INV0478-PAY0478,POSTED,38226.09,2026-01-19
LEDG0479,2026-04-28,INV0479,CUST0155,22798.81,INR,AR001,CREDIT,Payment receipt for INV0479 via Stripe,REC-INV0479-PAY0479,POSTED,22798.81,2026-04-28
LEDG0480,2026-06-07,INV0480,CUST0352,55946.25,INR,AR001,CREDIT,Payment receipt for INV0480 via PayU,REC-INV0480-PAY0480,POSTED,55946.25,2026-06-07
LEDG0481,2026-03-17,INV0481,CUST0030,50878.84,INR,AR001,CREDIT,Payment receipt for INV0481 via Stripe,REC-INV0481-PAY0481,POSTED,50878.84,2026-03-17
LEDG0482,2026-06-26,INV0482,CUST0447,90431.67,INR,AR001,CREDIT,Payment receipt for INV0482 via Stripe,REC-INV0482-PAY0482,POSTED,90431.67,2026-06-26
LEDG0483,2026-03-13,INV0483,CUST0278,4494.48,INR,AR001,CREDIT,Payment receipt for INV0483 via PayU,REC-INV0483-PAY0483,POSTED,4494.48,2026-03-13
LEDG0484,2026-01-19,INV0484,CUST0205,38147.49,INR,AR001,CREDIT,Payment receipt for INV0484 via PayU,REC-INV0484-PAY0484,POSTED,38147.49,2026-01-19
LEDG0485,2026-03-29,INV0485,CUST0207,20810.73,INR,AR001,CREDIT,Payment receipt for INV0485 via Cashfree,REC-INV0485-PAY0485,POSTED,20810.73,2026-03-29
LEDG0486,2026-05-26,INV0486,CUST0128,8914.65,INR,AR001,CREDIT,Payment receipt for INV0486 via PayU,REC-INV0486-PAY0486,POSTED,8914.65,2026-05-26
LEDG0487,2026-03-31,INV0487,CUST0140,193974.68,INR,AR001,CREDIT,Payment receipt for INV0487 via Razorpay,REC-INV0487-PAY0487,POSTED,193974.68,2026-03-31
LEDG0488,2026-01-26,INV0488,CUST0310,1947.81,INR,AR001,CREDIT,Payment receipt for INV0488 via PayU,REC-INV0488-PAY0488,POSTED,1947.81,2026-01-26
LEDG0489,2026-01-27,INV0489,CUST0430,7362.42,INR,AR001,CREDIT,Payment receipt for INV0489 via Razorpay,REC-INV0489-PAY0489,POSTED,7362.42,2026-01-27
LEDG0490,2026-01-10,INV0490,CUST0415,1028.66,INR,AR001,CREDIT,Payment receipt for INV0490 via PayU,REC-INV0490-PAY0490,POSTED,1028.66,2026-01-10
LEDG0491,2026-03-05,INV0491,CUST0330,132116.9,INR,AR001,CREDIT,Payment receipt for INV0491 via PayU,REC-INV0491-PAY0491,POSTED,132116.9,2026-03-05
LEDG0492,2026-06-14,INV0492,CUST0190,49323.27,INR,AR001,CREDIT,Payment receipt for INV0492 via PayU,REC-INV0492-PAY0492,POSTED,49323.27,2026-06-14
LEDG0493,2026-01-12,INV0493,CUST0308,24159.14,INR,AR001,CREDIT,Payment receipt for INV0493 via Stripe,REC-INV0493-PAY0493,POSTED,24159.14,2026-01-12
LEDG0494,2026-04-13,INV0494,CUST0345,1936.73,INR,AR001,CREDIT,Payment receipt for INV0494 via Razorpay,REC-INV0494-PAY0494,POSTED,1936.73,2026-04-13
LEDG0495,2026-05-16,INV0495,CUST0088,109427.81,INR,AR001,CREDIT,Payment receipt for INV0495 via Razorpay,REC-INV0495-PAY0495,POSTED,109427.81,2026-05-16
LEDG0496,2026-02-18,INV0496,CUST0369,130076.6,INR,AR001,CREDIT,Payment receipt for INV0496 via Cashfree,REC-INV0496-PAY0496,POSTED,130076.6,2026-02-18
LEDG0497,2026-01-27,INV0497,CUST0237,12311.83,INR,AR001,CREDIT,Payment receipt for INV0497 via Cashfree,REC-INV0497-PAY0497,POSTED,12311.83,2026-01-27
LEDG0498,2026-04-07,INV0498,CUST0371,7091.53,INR,AR001,CREDIT,Payment receipt for INV0498 via Cashfree,REC-INV0498-PAY0498,POSTED,7091.53,2026-04-07
LEDG0499,2026-01-17,INV0499,CUST0145,2997.41,INR,AR001,CREDIT,Payment receipt for INV0499 via PayU,REC-INV0499-PAY0499,POSTED,2997.41,2026-01-17
LEDG0500,2026-05-01,INV0500,CUST0307,60358.77,INR,AR001,CREDIT,Payment receipt for INV0500 via Cashfree,REC-INV0500-PAY0500,POSTED,60358.77,2026-05-01
